index,num,titulo,url,campo,antes,despues,evidencia
64,000065,Command & Conquer: Red Alert - The Aftermath,juegos/command-and-conquer-red-alert-the-aftermath-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Virgin Interactive España se presenta en formato Big Box e incluye el juego en CD-ROM compatible con entornos Windows 95 y MS-DOS || tags: Edición española
64,000065,Command & Conquer: Red Alert - The Aftermath,juegos/command-and-conquer-red-alert-the-aftermath-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
65,000066,Heroes of Might and Magic: A Strategic Quest,juegos/heroes-of-might-and-magic-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
66,000067,Heroes of Might and Magic II: The Succession Wars,juegos/heroes-of-might-and-magic-ii-bigbox/,mercado,[],"[""España""]",descripcion: siendo una de las versiones más reconocibles del mercado español de PC || tags: Edición española
66,000067,Heroes of Might and Magic II: The Succession Wars,juegos/heroes-of-might-and-magic-ii-bigbox/,idioma,[],"[""Español""]","descripcion: La edición distribuida por Proein en España incluye traducción del manual y textos al castellano, siendo una de las versiones más reconocibles del mercado español de PC"
66,000067,Heroes of Might and Magic II: The Succession Wars,juegos/heroes-of-might-and-magic-ii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
67,000068,Heroes of Might and Magic III: The Restoration of Erathia,juegos/heroes-of-might-and-magic-iii-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición distribuida en España por Proein corresponde a la edición física Big Box en CD-ROM para Windows 95/98 || tags: Edición española
67,000068,Heroes of Might and Magic III: The Restoration of Erathia,juegos/heroes-of-might-and-magic-iii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
68,000069,The Ultimate Doom: The Flesh Consumed,juegos/the-ultimate-doom-the-flesh-consumed-bigbox/,anio,"""""","""1995""","descripcion: edición comercial ampliada del Doom original, publicada en 1995"
68,000069,The Ultimate Doom: The Flesh Consumed,juegos/the-ultimate-doom-the-flesh-consumed-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande para IBM PC compatibles conserva especial interés documental por representar la transición de Doom desde su distribución shareware inicial hacia una edición física completa en CD-ROM
68,000069,The Ultimate Doom: The Flesh Consumed,juegos/the-ultimate-doom-the-flesh-consumed-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
69,000070,Forsaken,juegos/forsaken-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición física europea en formato Big Box corresponde a la versión para PC CD-ROM y representa bien el periodo de transición del videojuego de PC hacia el uso generalizado de aceleradoras 3D y requisitos específicos de Windows 95 || tags: edicion europea
69,000070,Forsaken,juegos/forsaken-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
70,000071,Links: The Challenge of Golf,juegos/links-the-challenge-of-golf-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición distribuida en España por Erbe Software incluye el campo adicional Pinehurst Resort & Country Club como contenido promocional
70,000071,Links: The Challenge of Golf,juegos/links-the-challenge-of-golf-bigbox/,soporte,[],"[""Disquete 5,25\""""]","incluye: Disquetes de 5,25 pulgadas"
71,000072,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para CD-ROM conserva especial interés documental por incluir manual traducido al español y compatibilidad indicada para Windows 3 || tags: edición española
71,000072,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-bigbox/,idioma,[],"[""Español""]",tags: manual en castellano || descripcion: Esta edición española en caja grande para CD-ROM conserva especial interés documental por incluir manual traducido al español y compatibilidad indicada para Windows 3
71,000072,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
72,000073,Los archivos secretos de Sherlock Holmes,juegos/los-archivos-secretos-de-sherlock-holmes-bigbox/,mercado,[],"[""España""]",descripcion: Edición española en formato Big Box de la aventura gráfica clásica Sherlock Holmes: Consulting Detective Vol || tags: Edición española
74,000075,Secret Weapons of the Luftwaffe,juegos/secret-weapons-of-the-luftwaffe-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Erbe Software incluye manual extenso y versión en disquetes de 3½ || tags: Edición española
75,000076,Hexplore,juegos/hexplore-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición Big Box corresponde a la distribución española comercializada por Ocean e Infogrames Ibérica || tags: edicion espanola
75,000076,Hexplore,juegos/hexplore-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición Big Box corresponde a la distribución española comercializada por Ocean e Infogrames Ibérica, incluyendo textos localizados al castellano y soporte para multijugador online"
75,000076,Hexplore,juegos/hexplore-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
76,000077,War in the Gulf,juegos/war-in-the-gulf-bigbox/,mercado,[],"[""Europa""]",tags: edición europea
76,000077,War in the Gulf,juegos/war-in-the-gulf-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquete de 3,5 pulgadas"
77,000078,Gangsters: Organized Crime,juegos/gangsters-organized-crime-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en formato Big Box distribuida por Proein incluye textos || tags: edición española
77,000078,Gangsters: Organized Crime,juegos/gangsters-organized-crime-bigbox/,idioma,[],"[""Español""]","incluye: Manual en castellano || tags: voces en castellano || tags: manual en castellano || descripcion: Esta edición española en formato Big Box distribuida por Proein incluye textos, voces y manual en castellano, conservando el interés documental de las ediciones localizadas de estrategia para PC de finales de los noventa"
77,000078,Gangsters: Organized Crime,juegos/gangsters-organized-crime-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
78,000079,Soulbringer,juegos/soulbringer-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea distribuida por Infogrames corresponde a la versión física en caja grande para PC CD-ROM || tags: edición europea
78,000079,Soulbringer,juegos/soulbringer-bigbox/,idioma,[],"[""Español""]","tags: voces en español || tags: subtítulos en español || descripcion: Esta edición europea distribuida por Infogrames corresponde a la versión física en caja grande para PC CD-ROM, con voces y subtítulos en español, y conserva interés documental como ejemplo de RPG occidental de transición entre finales de los noventa y comienzos de los años 2000"
78,000079,Soulbringer,juegos/soulbringer-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
79,000080,Dungeon Keeper,juegos/dungeon-keeper-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande destaca por estar traducida y doblada al castellano || tags: edición española
79,000080,Dungeon Keeper,juegos/dungeon-keeper-bigbox/,idioma,[],"[""Español""]","tags: doblado al castellano || tags: traducido al castellano || descripcion: Esta edición española en caja grande destaca por estar traducida y doblada al castellano, y conserva el valor documental de las distribuciones localizadas por Electronic Arts Software para PC CD-ROM de finales de los noventa"
79,000080,Dungeon Keeper,juegos/dungeon-keeper-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
80,000081,Dungeon Keeper 2,juegos/dungeon-keeper-2-bigbox/,mercado,[],"[""Países Bajos""]",tags: edición neerlandesa
80,000081,Dungeon Keeper 2,juegos/dungeon-keeper-2-bigbox/,idioma,[],"[""Neerlandés""]","descripcion: La edición física mostrada corresponde a una Big Box neerlandesa en CD-ROM, con documentación localizada y materiales de referencia específicos para la versión en neerlandés"
80,000081,Dungeon Keeper 2,juegos/dungeon-keeper-2-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
81,000082,Wizardry: Crusaders of the Dark Savant,juegos/wizardry-crusaders-of-the-dark-savant-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquetes de 3,5 pulgadas"
82,000083,Legacy of Kain: Soul Reaver,juegos/legacy-of-kain-soul-reaver-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM fue distribuida por Proein y se presenta completamente localizada al castellano || tags: edición española
82,000083,Legacy of Kain: Soul Reaver,juegos/legacy-of-kain-soul-reaver-bigbox/,idioma,[],"[""Español""]",descripcion: Esta edición española en caja grande para PC CD-ROM fue distribuida por Proein y se presenta completamente localizada al castellano
82,000083,Legacy of Kain: Soul Reaver,juegos/legacy-of-kain-soul-reaver-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
83,000084,Panzer General,juegos/panzer-general-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande distribuida por Dro Soft corresponde a la versión para IBM PC y compatibles en disquetes de 3 || descripcion: con documentación localizada y una presentación física representativa del mercado español de estrategia para MS-DOS de mediados de los noventa || tags: edición española
83,000084,Panzer General,juegos/panzer-general-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 6 disquetes de 3,5 pulgadas"
84,000085,Panzer General II,juegos/panzer-general-ii-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM Windows 95 || tags: edición española
84,000085,Panzer General II,juegos/panzer-general-ii-bigbox/,idioma,[],"[""Español""]",incluye: Manual de usuario en castellano || tags: manual en castellano
84,000085,Panzer General II,juegos/panzer-general-ii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
85,000086,Panzer General III: Scorched Earth,juegos/panzer-general-iii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
86,000087,Panzer General II: Allied General,juegos/panzer-general-ii-allied-general-bigbox/,mercado,[],"[""España""]",descripcion: Edición española en caja grande distribuida por Proein de Panzer General II || tags: edición española
86,000087,Panzer General II: Allied General,juegos/panzer-general-ii-allied-general-bigbox/,idioma,[],"[""Español""]","tags: manual en castellano || descripcion: x y Windows 95, uso de CD-ROM, manual en castellano y documentación impresa orientada al usuario doméstico"
86,000087,Panzer General II: Allied General,juegos/panzer-general-ii-allied-general-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
87,000088,Allied General,juegos/allied-general-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
88,000089,Pacific General,juegos/pacific-general-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM || tags: edición española
88,000089,Pacific General,juegos/pacific-general-bigbox/,idioma,[],"[""Español""]",tags: manual en castellano
88,000089,Pacific General,juegos/pacific-general-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
89,000090,Steel Panthers,juegos/steel-panthers-esp-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición Big Box distribuida en España por Proein bajo sello Mindscape/SSI incorpora manual en castellano y resulta especialmente interesante para preservación por conservar tanto el juego base en CD-ROM como material asociado al Steel Panthers Campaign Disk || tags: edición española
89,000090,Steel Panthers,juegos/steel-panthers-esp-bigbox/,idioma,[],"[""Español""]",tags: manual en castellano || descripcion: Esta edición Big Box distribuida en España por Proein bajo sello Mindscape/SSI incorpora manual en castellano y resulta especialmente interesante para preservación por conservar tanto el juego base en CD-ROM como material asociado al Steel Panthers Campaign Disk
89,000090,Steel Panthers,juegos/steel-panthers-esp-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM del juego en caja jewel case || incluye: CD-ROM Steel Panthers Campaign Disk en caja jewel case
90,000091,Los Sims,juegos/los-sims-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM || tags: edición española
90,000091,Los Sims,juegos/los-sims-bigbox/,idioma,[],"[""Español""]","tags: traducido al castellano || descripcion: Esta edición española en caja grande para PC CD-ROM, traducida al castellano, representa el inicio físico de una de las sagas más influyentes y populares del videojuego de PC, especialmente relevante para documentar el cambio cultural que supuso llevar la simulación de vida al gran público"
90,000091,Los Sims,juegos/los-sims-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
91,000092,Los Sims: Más vivos que nunca,juegos/los-sims-mas-vivos-que-nunca-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
91,000092,Los Sims: Más vivos que nunca,juegos/los-sims-mas-vivos-que-nunca-bigbox/,idioma,[],"[""Español""]","tags: traducido al castellano || descripcion: Esta edición española en caja grande, traducida al castellano y dependiente del juego base Los Sims, conserva especial interés documental por representar el inicio del modelo de expansiones físicas que marcaría profundamente la historia comercial de la saga en PC"
91,000092,Los Sims: Más vivos que nunca,juegos/los-sims-mas-vivos-que-nunca-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
92,000093,Zeus: Señor del Olimpo,juegos/zeus-senor-del-olimpo-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM Windows 95/98 fue distribuida por Sierra/Havas Interactive España y destaca por estar completamente localizada al castellano || tags: edición española
